,Fl_ft2,LotArea,NumFloors,norm_gas,BuiltFAR,incomePC,ENERGY STAR Score,eui,log_eui,ZIPCODE,d_ghg,id_ghg,norm_elct,age,log_fl_ft2,log_LotArea,log_norm_gas,predicted_eui,diff_eui
1923,118591.0,10092,15.0,3015.0,11.75,64.16747818220519,48.0,91.3,1.9604707775342989,10025,705.3,108.4,3.2,94,11.68343587733749,9.219498309760949,8.011355109161286,75.62954450291369,34.32954450291369
1924,74899.0,8000,13.0,51022.6,9.36,64.16747818220519,88.0,79.0,1.8976270912904412,10025,263.2,79.5,3.7,96,11.223895818281337,8.987196820661973,10.840023950805048,84.07092041646189,55.07092041646189
1925,93293.0,8484,16.0,2540.9,11.0,64.16747818220519,61.0,82.0,1.9138138523837167,10025,484.6,92.0,3.4,90,11.443500357225501,9.045937315684574,7.840273627960943,76.35517635810282,44.355176358102824
1926,132377.0,11606,13.0,7142.0,8.77,64.16747818220519,96.0,63.9,1.8055008581584,10025,489.9,158.1,4.0,101,11.793409191382587,9.359277484750553,8.873748128154395,76.24544076986874,62.34544076986874
1927,95175.0,9284,15.0,25517.4,10.25,64.16747818220519,98.0,50.4,1.7024305364455252,10025,273.4,99.7,3.1,91,11.463472581250699,9.136047767394327,10.147115851390774,76.55095692235355,76.15095692235354
1930,75600.0,12615,6.0,1241.7,5.99,64.16747818220519,92.0,60.9,1.7846172926328754,10025,347.3,60.2,2.3,65,11.233211562167625,9.442641861075158,7.124236687422797,64.35966494422442,53.45966494422442
1931,109845.0,10000,15.0,20745.9,10.98,64.16747818220519,41.0,102.3,2.00987563371216,10025,704.6,157.9,4.8,93,11.60682556016328,9.210340371976184,9.940103915773852,87.68847383025121,35.388473830251215
1933,53297.0,5000,13.0,350.2,10.66,64.16747818220519,84.0,64.4,1.8088858673598116,10025,203.9,55.9,3.6,111,10.88363532339163,8.517193191416238,5.8585044198517515,78.40673202605512,64.00673202605512
1934,124458.0,15183,11.0,63437.5,8.2,64.16747818220519,57.0,75.4,1.8773713458697743,10025,333.5,154.3,5.1,35,11.7317235885742,9.627931659882188,11.057810448218243,73.05264498176929,47.652644981769285
1935,51885.0,7569,8.0,834.6,6.85,64.16747818220519,95.0,107.5,2.031408464251624,10025,392.8,79.4,4.8,97,10.85678501003938,8.931816237309167,6.7269525681574525,86.1544484992728,28.654448499272803
1938,179274.0,20183,11.0,4268.8,8.88,64.16747818220519,50.0,83.9,1.9237619608287,10025,852.3,234.7,4.8,113,12.096670640712627,9.912595944900119,8.35908803628125,82.77044474424272,48.87044474424272
1940,157300.0,12850,15.0,75156.3,12.24,64.16747818220519,96.0,53.4,1.7275412570285564,10025,395.7,125.0,2.6,93,11.96591008904637,9.461099090323366,11.227325224002715,71.051564863729,67.65156486372899
1941,151912.0,14243,15.0,76054.5,10.67,64.16747818220519,81.0,64.0,1.8061799739838869,10025,403.4,176.0,4.0,93,11.931056684805252,9.564020836934587,11.239205467534502,78.48553664594351,64.48553664594351
1943,78701.0,14664,6.0,1732.1,5.37,64.16747818220519,93.0,62.6,1.7965743332104296,10025,360.7,83.4,3.1,32,11.273411140805074,9.593150789519541,7.457089824176235,62.706180656534585,50.10618065653458
1944,102951.0,12168,12.0,60357.5,8.46,64.16747818220519,98.0,56.9,1.7551122663950711,10025,317.3,90.6,2.6,108,11.542008425861892,9.406564833939129,11.008040493866309,78.76446638572139,71.86446638572139
1945,108401.0,9942,12.0,52266.8,10.9,64.16747818220519,89.0,60.8,1.7839035792727351,10025,277.2,98.7,3.3,49,11.593592593037384,9.204523486654617,10.864116649247489,67.02003408212616,56.22003408212616
1946,69485.0,6625,13.0,1430.7,10.49,64.16747818220519,100.0,57.8,1.761927838420529,10025,259.0,68.2,3.2,108,11.148866180920683,8.798605650854423,7.265919113972289,76.61521873470456,68.81521873470456
1947,138633.0,17490,13.0,50563.0,7.93,64.16747818220519,79.0,86.5,1.9370161074648145,10025,667.5,199.9,4.7,97,11.839585432635863,9.769384568012647,10.8309753625035,87.39140874286858,50.89140874286858
1948,64047.0,10092,9.0,2052.3,6.35,64.16747818220519,75.0,85.3,1.9309490311675233,10025,332.8,81.5,4.4,107,11.067372467820434,9.219498309760949,7.626716394435062,85.95150292055206,50.65150292055206
1950,126478.0,12614,12.0,14822.0,10.03,64.16747818220519,100.0,23.1,1.3636119798921444,10025,78.7,93.8,2.9,106,11.747823658981607,9.442562587223597,9.603867842511304,69.33771087758039,96.23771087758038
1951,61819.0,5750,12.0,31035.0,10.75,64.16747818220519,84.0,68.2,1.833784374656479,10025,162.0,45.2,3.0,49,11.031966039560452,8.656955133791396,10.342870878847753,70.32292647370407,52.12292647370407
1952,69280.0,7569,12.0,5596.0,9.15,64.16747818220519,39.0,93.5,1.9708116108725175,10025,359.8,171.7,8.0,106,11.145911543236316,8.931816237309167,8.629807335785372,101.65169010749081,58.15169010749081
1954,756693.0,19450,58.0,14560.6,32.22,252.19772471814437,48.0,85.6,1.9324737646771533,10022,77.3,5171.6,14.9,34,13.536712901946023,9.875602349046593,9.586074529692826,50.42550013443338,14.825500134433383
1955,111310.0,10066,13.0,840.9,11.06,252.19772471814437,71.0,67.6,1.829946695941636,10022,378.7,204.4,6.1,101,11.62007438048727,9.216918687336305,6.734472746838852,73.74866493223855,56.14866493223856
1958,70836.0,10934,10.0,8195.0,6.48,252.19772471814437,21.0,116.2,2.065206128054312,10022,478.2,169.7,7.9,93,11.16812262502869,9.299632479454944,9.01127949117793,94.74123566565937,28.54123566565937
1959,66386.0,9050,9.0,2960.5,7.34,252.19772471814437,76.0,81.1,1.909020854211156,10022,281.1,129.7,6.7,88,11.103241469860443,9.110520036693972,7.993113451971831,82.86264293653362,51.762642936533624
1961,204269.0,21950,15.0,21257.4,9.31,252.19772471814437,84.0,49.3,1.69284691927723,10022,380.1,471.0,7.0,61,12.227193031651668,9.996522418503318,9.964460349026844,69.68116541405118,70.38116541405118
1965,76904.0,9510,13.0,14976.5,6.69,252.19772471814437,1.0,78.3,1.8937617620579437,10022,79.3,375.7,16.9,61,11.250313169745652,9.160099155539436,9.614237584912185,121.52146996118123,93.22146996118123
1969,158063.0,8060,32.0,62893.6,19.61,252.19772471814437,7.0,88.6,1.9474337218870508,10022,329.2,648.1,14.2,18,11.970748966712971,8.994668835500674,11.049199688704139,101.84818479596305,63.248184795963056
1970,155000.0,12100,21.0,27179.8,12.81,252.19772471814437,8.0,103.2,2.013679697291193,10022,144.4,1008.3,9.0,60,11.951180395901384,9.400960731584833,10.210229329326333,75.06918865652047,21.869188656520464
1971,135841.0,10041,20.0,2448.8,13.53,252.19772471814437,55.0,88.2,1.94546858513182,10022,606.9,309.6,7.8,57,11.819240363119963,9.214431989879436,7.803353387631203,78.07413407629132,39.87413407629131
1975,256034.0,10247,42.0,3656.0,24.08,252.19772471814437,43.0,83.7,1.92272545799326,10022,1119.3,585.8,7.7,107,12.4530655271429,9.234740258799718,8.204124932574041,94.65075521773325,60.950755217733246
1976,82644.0,6787,14.0,693.7,12.18,252.19772471814437,62.0,63.2,1.8007170782823851,10022,3.7,390.9,4.6,95,11.322297505332699,8.822764296703758,6.542039590391256,61.63263143742978,48.43263143742978
1978,216621.0,10042,32.0,54233.4,20.7,252.19772471814437,27.0,63.1,1.8000293592441343,10022,289.8,780.1,11.5,9,12.285904561757985,9.21453157659465,10.901052233794564,81.26466074056668,68.16466074056669
1979,115020.0,15062,13.0,75948.2,7.64,252.19772471814437,33.0,95.3,1.9790929006383264,10022,532.4,202.4,5.6,55,11.652861305267745,9.619930294661296,11.237806807940572,77.05158646210724,31.75158646210724
1981,262473.0,10042,43.0,121547.4,19.63,252.19772471814437,5.0,93.4,1.9703468762300933,10022,645.6,1126.4,14.1,27,12.4779034985808,9.21453157659465,11.708059589141161,103.12838392413825,59.72838392413824
1983,68225.0,7531,14.0,1491.8,9.06,252.19772471814437,77.0,80.6,1.9063350418050904,10022,317.6,97.6,4.9,56,11.13056634557654,8.926783114101351,7.307738723521063,69.23184253997448,38.631842539974485
1984,169438.0,5020,46.0,7603.6,26.28,252.19772471814437,45.0,82.4,1.915927211697116,10022,683.9,130.1,3.5,16,12.040242357177279,8.521185212685776,8.936377098331999,62.99888781163418,30.59888781163417
1985,431730.0,29675,20.0,4208.9,14.55,252.19772471814437,90.0,45.1,1.6541765418779606,10022,22.3,1389.0,5.0,57,12.975555671832328,10.298060219477868,8.344956609875833,33.039429320938524,37.93942932093852
1986,87100.0,10000,13.0,15375.3,8.71,252.19772471814437,93.0,42.6,1.6294095991027189,10022,81.7,180.2,7.2,77,11.374812162840595,9.210340371976184,9.64051760467948,80.93387645415153,88.33387645415152
1995,71137.0,8234,14.0,3001.7,8.64,252.19772471814437,55.0,107.1,2.029789470831856,10022,465.8,111.6,5.5,55,11.172362874244964,9.01602720232985,8.006934073821986,75.14699531274599,18.04699531274599
1996,88658.0,9414,14.0,98410.4,9.42,252.19772471814437,1.0,145.1,2.161667412437736,10022,522.7,250.9,9.8,52,11.392541549957533,9.149953221961088,11.496901768512348,97.4385225511762,2.3385225511762116
1998,93015.0,12386,13.0,58589.1,7.51,252.19772471814437,83.0,70.9,1.8506462351830664,10022,308.2,107.8,3.7,86,11.440516049452087,9.424322081498007,10.97830395143775,74.1991912629025,53.2991912629025
2000,51338.0,8034,9.0,7420.2,6.39,252.19772471814437,60.0,88.4,1.946452265013073,10022,283.2,84.0,5.1,76,10.846186497686585,8.991437814919227,8.911961289976066,80.02338973373679,41.623389733736786
2004,93000.0,12050,13.0,1975.1,7.72,252.19772471814437,67.0,71.7,1.8555191556678,10022,10.5,491.0,4.7,58,11.440354772135393,9.396819938918801,7.588374308964812,57.85533125586102,36.155331255861014
2005,190037.0,15383,28.0,161017.1,11.14,252.19772471814437,1.0,144.8,2.1607685618611283,10022,837.9,772.9,15.5,12,12.154974069025972,9.64101828255575,11.989265849506717,113.5773389590191,18.77733895901909
2007,300080.0,24809,34.0,231073.6,12.1,252.19772471814437,48.0,100.4,2.0017337128090005,10022,1227.3,712.7,7.8,40,12.61180438475577,10.11896176954543,12.350491553475655,89.93907075165257,39.53907075165256
2008,65000.0,9673,12.0,58763.5,6.37,252.19772471814437,30.0,111.0,2.0453229787866576,10022,302.8,125.6,6.7,58,11.082142548877775,9.177093778182547,10.981276192843405,86.66464365973434,25.664643659734338
2009,58377.0,7531,10.0,11595.5,7.75,252.19772471814437,94.0,69.9,1.8444771757456813,10022,249.7,75.8,4.0,88,10.974677255626265,8.926783114101351,9.358372370795264,75.45015399592282,55.55015399592281
2011,62287.0,7531,13.0,3221.3,8.27,252.19772471814437,27.0,113.7,2.0557604646877348,10022,376.1,165.3,9.4,85,11.039508015264646,8.926783114101351,8.07754028377083,98.03468166715777,34.33468166715777
2012,199356.0,11666,31.0,33944.9,17.09,252.19772471814437,27.0,62.0,1.7923916894982541,10022,182.5,740.9,12.8,14,12.20284745017448,9.364433907313582,10.432493900789444,87.99667066841917,75.99667066841917
2013,186000.0,7932,17.0,47699.8,23.45,252.19772471814437,3.0,88.8,1.948412965778601,10022,250.9,381.8,12.5,90,12.133501952695338,8.978660489639687,10.772682483995526,95.94129051166092,57.14129051166093
2016,75512.0,6950,15.0,1052.7,10.87,252.19772471814437,84.0,54.8,1.7387805584843692,10022,5.6,308.6,4.8,85,11.232046863004781,8.846496938558838,6.959113571257279,64.93323814656215,60.13323814656215
2017,93096.0,7400,21.0,12429.4,12.58,252.19772471814437,4.0,86.4,1.9365137424788932,10022,66.0,532.0,9.7,87,11.441386497787914,8.909235279192261,9.427819913025951,91.4485468953931,55.04854689539309
2018,180000.0,12761,19.0,3833.5,14.11,252.19772471814437,34.0,83.1,1.9196010237841108,10022,832.5,392.2,7.1,70,12.100712129872347,9.454148923733976,8.25153350299895,76.5453571545527,43.44535715455271
2019,226139.0,16450,20.0,4755.8,11.95,252.19772471814437,29.0,83.4,1.9211660506377388,10022,25.2,1360.5,10.2,54,12.328905133440013,9.708080756193517,8.467120204781796,64.63963596747065,31.239635967470647
2021,539028.0,34926,45.0,257869.9,15.43,252.19772471814437,36.0,89.5,1.9518230353159118,10022,1454.5,2518.4,7.6,50,13.197522796593828,10.46098681649979,12.460210473154234,75.34595674014435,35.845956740144345
2022,92593.0,8234,15.0,1801.0,11.25,252.19772471814437,95.0,62.1,1.7930916001765802,10022,354.7,108.5,3.8,88,11.43596882382442,9.01602720232985,7.496097345175956,66.49136459162962,54.39136459162962
2023,105000.0,12250,15.0,1118.7,8.57,252.19772471814437,91.0,43.9,1.6424645202421213,10022,5.9,323.6,4.1,89,11.56171562913966,9.413281215972873,7.019922575852885,60.382839755398095,66.48283975539809
2024,89349.0,7932,16.0,52495.7,11.26,252.19772471814437,86.0,69.5,1.8419848045901142,10022,278.8,111.8,4.1,89,11.400305328583142,8.978660489639687,10.868486540463433,75.08176903183748,55.58176903183748
2025,108558.0,10444,13.0,11684.0,10.39,252.19772471814437,80.0,57.7,1.7611758131557314,10022,62.1,406.7,5.3,56,11.59503987134715,9.25378292981902,9.365975663507632,61.28314952744424,53.583149527444235
2026,113406.0,8183,19.0,1699.3,14.6,252.19772471814437,9.0,103.7,2.015778756389041,10022,9.0,718.2,7.0,33,11.638729578929011,9.009814110527381,7.43797168054006,57.75084782223203,4.050847822232029
2028,77102.0,8083,11.0,37009.6,9.54,252.19772471814437,96.0,60.0,1.7781512503836436,10022,195.3,79.0,3.5,87,11.2528844995522,8.997518369733845,10.518932617432036,70.25091824490681,60.25091824490681
2030,92689.0,10440,13.0,1023.7,8.88,252.19772471814437,86.0,53.8,1.730782275666389,10022,5.4,349.8,4.6,60,11.43700508216134,9.25339986143663,6.931178793925725,56.60249057039256,52.802490570392564
2034,153114.0,9233,32.0,50953.7,16.49,252.19772471814437,90.0,36.5,1.5622928644564746,10022,344.4,712.6,6.0,14,11.938938020966052,9.130539301772627,10.838672656230049,65.07688375040455,78.57688375040455
2036,93999.0,10042,13.0,60489.6,9.36,252.19772471814437,26.0,86.8,1.938519725176492,10022,322.7,172.7,6.3,87,11.451039422897681,9.21453157659465,11.010226728415846,83.86721542441234,47.06721542441234
2039,72865.0,9062,11.0,1881.3,8.04,252.19772471814437,74.0,64.1,1.8068580295188172,10022,312.4,92.3,3.8,88,11.196363692967797,9.111845125227083,7.539718306217085,69.11297469528006,55.012974695280064
2041,88181.0,10041,13.0,60842.6,8.78,252.19772471814437,21.0,93.0,1.968482948553935,10022,324.7,172.7,6.7,87,11.387146799287635,9.214431989879436,11.016045480502848,86.98448353738348,43.98448353738348
2042,102422.0,10819,13.0,60790.1,9.47,252.19772471814437,36.0,79.9,1.9025467793139916,10022,324.3,172.7,5.8,86,11.53685681226193,9.289059126687574,11.015182225748818,80.33063448442972,50.43063448442972
2043,179213.0,13425,17.0,61377.6,13.35,252.19772471814437,96.0,46.3,1.665580991017953,10022,327.4,172.7,3.3,86,12.09633032153459,9.504873919377065,11.024800226725013,62.22681350486694,65.92681350486694
2045,460973.0,54050,26.0,10345.6,8.53,252.19772471814437,40.0,76.0,1.8808135922807916,10022,54.7,2410.9,7.3,86,13.041094751933876,10.897664823067354,9.244316587531115,48.7388885390276,22.7388885390276
2047,413233.0,28308,37.0,8490.5,14.6,252.19772471814437,47.0,83.2,1.920123326290724,10022,1832.0,908.2,7.2,35,12.931766877511034,10.250899729195675,9.046703170386357,82.95508849183055,49.75508849183055
2049,226011.0,17473,20.0,163955.1,12.22,252.19772471814437,5.0,109.3,2.0386201619497033,10022,870.8,541.6,9.0,59,12.328338949636324,9.768412111339039,12.007347888833811,88.58354942144756,29.28354942144756
2052,217285.0,28250,11.0,2433.4,7.69,252.19772471814437,83.0,79.6,1.900913067737669,10022,1073.8,252.6,4.0,61,12.288965134869734,10.248848736574587,7.7970447353533485,62.19402725120125,32.594027251201254
2053,319696.0,23246,19.0,3750.2,13.75,252.19772471814437,55.0,73.8,1.8680563618230412,10022,1338.7,472.9,5.1,62,12.675125823239913,10.053888353203654,8.229564450875618,65.92467056875209,42.124670568752094
2054,89400.0,10041,13.0,2379.8,8.9,252.19772471814437,58.0,76.8,1.8853612200315122,10022,374.2,121.7,4.9,61,11.400875961161606,9.214431989879436,7.774771729521053,67.99521409948457,41.19521409948457
2056,184782.0,25104,31.0,211527.0,7.39,252.19772471814437,1.0,175.9,2.2452658394574607,10022,1123.5,1006.9,18.5,34,12.126932030848376,10.130782474972813,12.262107928895148,140.19395622483825,14.29395622483824
2057,967300.0,46763,38.0,13113.1,20.69,252.19772471814437,19.0,106.7,2.02816441942447,10022,5215.2,1701.7,7.0,49,13.782263964170639,10.752847570927493,9.481367009522327,115.96058896834752,59.26058896834752
2058,147000.0,13213,17.0,70315.1,11.13,252.19772471814437,62.0,68.5,1.8356905714924256,10022,398.8,224.2,5.3,68,11.898187865760873,9.488956472414216,11.160741848474993,72.44294604852666,53.942946048526665
2059,155938.0,11950,20.0,1740.6,13.05,252.19772471814437,20.0,107.9,2.0330214446829107,10022,800.7,239.7,6.6,57,11.95721377133566,9.388486557359657,7.461985160355414,74.10050541160103,16.20050541160103
2060,90000.0,13665,13.0,1684.1,6.59,252.19772471814437,98.0,78.2,1.8932067530598482,10022,422.5,114.7,4.4,62,11.407564949312402,9.522593098362169,7.428986575462009,68.29052553206468,40.090525532064675
2061,90000.0,12560,13.0,1954.8,7.17,252.19772471814437,97.0,83.0,1.919078092376074,10022,453.1,115.7,4.5,62,11.407564949312402,9.438272440022189,7.578043165396,68.83233295186163,35.83233295186163
2062,290482.0,18450,19.0,4506.2,15.74,252.19772471814437,69.0,85.2,1.9304395947667,10022,1445.5,480.9,5.8,86,12.57929689122012,9.822819649468673,8.413209505271285,75.69553617367126,40.495536173671255
2065,161462.0,12800,14.0,1543.4,12.61,252.19772471814437,91.0,52.7,1.7218106152125463,10022,8.1,625.0,3.6,88,11.992025099841197,9.457200449907708,7.341743054023503,46.89722432839264,44.197224328392636
2067,103000.0,10050,15.0,524.4,10.25,252.19772471814437,38.0,73.5,1.8662873390841952,10022,474.6,143.4,4.5,96,11.542484267211773,9.215327913487222,6.262254751889545,69.42017602013033,45.92017602013033
2068,130000.0,12025,15.0,75277.3,10.81,252.19772471814437,35.0,71.8,1.8561244442423004,10022,395.8,208.2,5.1,88,11.77528972943772,9.394743094973961,11.228933907516163,76.07590196447822,54.27590196447822
2070,118305.0,10450,17.0,1526.5,11.32,252.19772471814437,17.0,96.8,1.9858753573083936,10022,8.1,850.3,7.8,58,11.681021314500201,9.254357257392957,7.330732812174933,64.37835456451626,17.57835456451626
2071,128114.0,11675,15.0,1915.3,10.97,252.19772471814437,81.0,61.5,1.7888751157754168,10022,478.0,158.5,4.0,90,11.760675771530638,9.365205082537098,7.557629547308616,65.48846764428339,53.98846764428339
2072,90500.0,8033,16.0,38518.9,11.27,252.19772471814437,95.0,51.8,1.7143297597452332,10022,202.1,96.8,3.5,90,11.413105129688017,8.991313336173812,10.558904308910337,70.77009399587025,68.97009399587026
2074,91617.0,8033,16.0,2654.1,11.41,252.19772471814437,87.0,61.6,1.7895807121644254,10022,14.0,412.2,3.9,89,11.425372122962267,8.991313336173812,7.88386089315745,60.65979244707401,49.05979244707401
2077,140000.0,11147,16.0,87845.5,12.56,252.19772471814437,78.0,75.1,1.8756399370041683,10022,462.5,212.6,4.9,95,11.84939770159144,9.318925682389624,11.383334868626545,76.36398380411286,51.26398380411287
2078,85992.0,6444,27.0,1437.9,9.84,252.19772471814437,48.0,78.9,1.8970770032094204,10022,7.6,354.3,7.1,31,11.3620095476529,8.770904744296866,7.2709389948336955,69.50861331010465,40.608613310104644
2079,1142297.0,62729,47.0,835875.4,18.21,252.19772471814437,9.0,125.4,2.0982975364946976,10022,5044.4,2396.8,8.7,45,13.948551705438279,11.046579139627841,13.636234837896616,127.13356283330322,51.73356283330321
2080,127293.0,10414,14.0,988.9,12.22,252.19772471814437,70.0,64.7,1.8109042806687004,10022,5.2,617.9,4.8,88,11.75424679481678,9.250906333722844,6.896593214275945,54.50737153922418,39.80737153922418
2087,247000.0,15050,20.0,2449.4,16.41,252.19772471814437,100.0,23.4,1.3692158574101427,10022,13.0,423.9,6.4,57,12.417143615610113,9.619133270177022,7.803598375587187,53.11973161397515,79.71973161397514
2088,132926.0,12050,14.0,75260.6,11.03,252.19772471814437,68.0,78.3,1.8937617620579437,10022,396.1,306.6,7.5,92,11.79754786138355,9.396819938918801,11.228712036478125,85.61994763122982,57.31994763122982
2089,174780.0,13229,18.0,806.3,13.21,252.19772471814437,21.0,65.8,1.8182258936139557,10022,4.3,901.5,9.3,54,12.071283319181536,9.49016666846238,6.692455881690976,63.133537312863524,47.33353731286353
2090,252049.0,14058,31.0,1222.7,17.48,252.19772471814437,7.0,77.4,1.8887409606828929,10022,6.5,1759.1,10.8,15,12.437378792036133,9.55094690773585,7.108816807150144,56.611238468884736,29.21123846888473
2091,325173.0,24100,33.0,5018.1,13.49,252.19772471814437,63.0,60.8,1.7839035792727351,10022,26.7,1560.3,6.6,54,12.6921126273787,10.089967119478747,8.520806654986073,50.75564515693452,39.95564515693452
2094,133851.0,8434,25.0,57731.8,11.54,252.19772471814437,3.0,85.4,1.9314578706890049,10022,300.4,556.9,13.4,14,11.804482519970273,9.040026434306505,10.963563427198213,96.76779765978758,61.36779765978757
2097,352725.0,11207,48.0,257742.2,31.47,158.9731385966704,9.0,111.8,2.0484418035504044,10017,1354.6,939.9,9.8,17,12.773443995481358,9.324293862052029,12.459715139539638,98.1206112221963,36.320611222196305
2098,72000.0,7531,12.0,1028.6,9.56,158.9731385966704,3.0,152.7,2.1838390370564214,10017,557.5,295.1,14.2,102,11.184421397998193,8.926783114101351,6.935953933340816,122.17494793794228,19.47494793794229
2100,57000.0,7531,10.0,22200.2,7.57,158.9731385966704,83.0,55.7,1.7458551951737291,10017,146.2,75.0,4.1,94,10.950806546816688,8.926783114101351,10.007856576828798,81.21540940821632,75.51540940821631
2104,168998.0,8920,33.0,2148.8,18.95,158.9731385966704,75.0,61.2,1.7867514221455612,10017,627.4,344.3,5.7,31,12.037642159515658,9.096051225574055,7.672664825768973,70.24941994825703,59.049419948257025
2105,210810.0,16000,21.0,18732.0,13.18,158.9731385966704,2.0,148.4,2.171433900943008,10017,1788.7,680.9,10.9,53,12.258712532854354,9.680344001221918,9.837988570303432,108.87033825485035,10.470338254850347
2107,82829.0,7537,20.0,1570.4,10.99,158.9731385966704,91.0,48.5,1.6857417386022635,10017,191.8,144.4,5.7,31,11.324533520598992,8.92757950384347,7.359085642962252,69.61398992590334,71.11398992590334
2108,60900.0,7532,13.0,1933.3,6.71,158.9731385966704,79.0,87.9,1.9439888750737722,10017,311.0,96.6,5.4,47,11.016988453697989,8.926915889777042,7.566983666338456,75.64824387746172,37.74824387746172
2110,67498.0,8407,13.0,2169.7,7.04,158.9731385966704,60.0,76.1,1.8813846567705728,10017,11.5,363.7,9.2,60,11.119853246792026,9.036819971135296,7.682344188129326,87.26879883822188,61.16879883822189
2111,88745.0,10443,13.0,1989.0,7.16,158.9731385966704,94.0,59.5,1.7745169657285496,10017,251.3,134.9,5.4,61,11.393522367722447,9.253687176479549,7.5953872788539725,72.15737954978832,62.65737954978832
2113,260540.0,17812,34.0,25468.9,13.75,158.9731385966704,31.0,106.2,2.0261245167454502,10017,1457.6,530.9,7.2,38,12.470511679251555,9.787627666441592,10.145213378976482,91.40294844794784,35.20294844794783
2114,68564.0,9372,10.0,881.0,7.32,158.9731385966704,55.0,90.8,1.958085848521085,10017,376.3,126.0,6.0,89,11.135522894626948,9.145481799627687,6.78105762593618,82.89150788738152,42.091507887381525
2116,183000.0,12830,21.0,4102.0,12.01,158.9731385966704,61.0,83.3,1.9206450014067875,10017,843.4,264.9,5.2,58,12.117241431823558,9.459541457609681,8.319229938632326,71.97911027267415,38.67911027267415
2117,122349.0,8960,24.0,8388.4,10.88,158.9731385966704,100.0,23.1,1.3636119798921444,10017,45.1,115.9,4.1,11,11.714632895564021,9.100525505968976,9.034605078056964,56.25963120173833,83.15963120173834
2118,73800.0,9037,11.0,35.7,8.17,158.9731385966704,59.0,78.8,1.8965262174895556,10017,349.8,135.4,5.8,90,11.209114010588564,9.109082539901955,3.5751506887855933,73.77292143368557,44.97292143368557
2119,336543.0,43500,14.0,128996.3,7.74,158.9731385966704,84.0,97.2,1.9876662649262744,10017,1321.9,591.9,6.9,62,12.72648120593567,10.680516217076775,11.767539000761925,84.64639905118696,37.44639905118696
2122,110934.0,15800,10.0,69740.7,7.02,158.9731385966704,53.0,82.9,1.9185545305502736,10017,368.8,186.9,5.8,88,11.616690708858409,9.667765219015058,11.152539357460599,84.842321294479,51.942321294479
2125,215715.0,11648,25.0,56597.6,18.52,158.9731385966704,99.0,46.9,1.6711728427150832,10017,300.6,370.4,5.8,90,12.281713370988589,9.362889770436468,10.943721860465393,75.94085254394608,79.04085254394607
2133,90405.0,7542,20.0,2604.5,9.51,158.9731385966704,8.0,130.4,2.115277591395901,10017,523.5,231.6,10.6,39,11.412054854585254,8.928242677818302,7.864995997185246,96.48378132855154,16.083781328551538
2135,154000.0,12552,20.0,123323.2,12.27,158.9731385966704,61.0,92.7,1.967079734144497,10017,678.3,198.1,4.2,58,11.944707881395766,9.437635294412868,11.72256383041464,75.59988814846798,32.89988814846798
2138,865222.0,37050,70.0,4358.0,19.26,158.9731385966704,31.0,62.7,1.7972675408307164,10017,23.1,3970.6,8.3,17,13.67074140038455,10.520023630724232,8.379768515504566,39.15836697232328,26.458366972323276
2145,106000.0,22593,6.0,54067.7,4.69,158.9731385966704,51.0,77.2,1.887617300335736,10017,333.3,178.5,5.9,77,11.571194373094205,10.025395402769462,10.897992244019855,83.41886872917496,56.21886872917496
2148,67000.0,10185,13.0,72517.3,6.58,158.9731385966704,59.0,105.4,2.022840610876528,10017,379.6,97.4,4.3,86,11.112447898373103,9.228671328660907,11.191580433067033,87.39127322037149,31.991273220371482
2149,125000.0,9182,18.0,68902.6,13.61,158.9731385966704,67.0,70.5,1.8481891169913989,10017,366.6,158.3,4.5,87,11.736069016284437,9.125000324809168,11.140449192138828,77.48629975029763,56.98629975029763
2150,188941.0,63845,16.0,156373.1,2.96,41.6434757915661,30.0,92.0,1.9637878273455556,10044,822.0,506.1,7.4,11,12.149190075994628,11.064213549858781,11.960000097415621,91.75116537905662,49.751165379056616
2152,158770.0,42307,16.0,82421.9,2.98,41.6434757915661,38.0,91.0,1.9590413923210936,10044,425.6,288.4,7.9,10,11.975211893071558,10.652707835976868,11.319606457284221,88.81734103236025,47.81734103236025
2153,240117.0,56268,16.0,126451.6,3.77,41.6434757915661,61.0,72.9,1.8627275283179747,10044,653.5,447.5,6.4,9,12.388881583534609,10.937881268877586,11.747614905240678,78.60245889127316,55.70245889127315
2154,556913.0,118727,19.0,13556.3,4.69,41.6434757915661,16.0,56.1,1.7489628612561614,10044,72.2,2478.4,15.6,42,13.230164312814013,11.684582018927152,9.51460666290402,84.43170938005966,78.33170938005966
2157,156390.0,11715,17.0,2013.5,13.35,205.93670826905998,28.0,96.3,1.9836262871245345,10065,802.2,334.9,7.6,100,11.960108166430262,9.368625350941896,7.607629780291509,86.03444118255689,39.73444118255689
2158,163787.0,12569,16.0,832.2,13.03,205.93670826905998,95.0,47.3,1.6748611407378116,10065,4.4,552.0,4.6,59,12.006322082172167,9.438988743924838,6.724072796548841,47.91707682302449,50.61707682302449
2161,55639.0,7531,9.0,686.3,7.39,205.93670826905998,81.0,72.9,1.8627275283179747,10065,260.7,80.6,4.6,99,10.926639673194344,8.926783114101351,6.5313148499145885,76.60570579026412,53.70570579026412
2162,141978.0,12928,13.0,1629.9,10.98,205.93670826905998,76.0,89.6,1.9523080096621253,10065,633.3,283.8,7.4,101,11.863427395003106,9.467150780760877,7.396273942225587,83.00421387298051,43.40421387298052
